title,price,lt,lb
DiJUAL RUMAH Pondok Indah dibawah harga NJOP LT 1000 m2,Rp 35 Miliar,  1000 m²,  1800 m²
Murah Rumah & Kosan Terisi Penuh Cempaka Putih Jakarta Pusat,"Rp 6,9 Miliar",  300 m²,  350 m²
"Rumah kebon kacang , turun harga!","Rp 18,2 Miliar",  492 m²,  800 m²
rumah jl mataram 1 lokasi depan taman,Rp 60 Miliar,  637 m²,  406 m²
rumah cluster eksklusif di jalan teladan cipete,Rp 14 Miliar,  1025 m²,  366 m²
Townhouse bagus lingkungan asri dan nyaman area strategis jaksel,"Rp 2,2 Miliar",  125 m²,  250 m²
Rumah Mewah Cluster Modern + Rooftop jagakarsa jakarta selatan ,"Rp 2,15 Miliar",  81 m²,  81 m²
"Rumah Puri Indah Kondisi Bagus Dan Terawat, Nyaman Dan Murah!","Rp 5,79 Miliar",  200 m²,  325 m²
"Rumah Puri Indah Bagus Sekali, Rapih, Nyaman, Terawat, Siap Nego!","Rp 6,97 Miliar",  176 m²,  400 m²
Rumah bagus siap huni di Antasari Kebayoran baru,"Rp 5,8 Miliar",  160 m²,  200 m²
Rumah Mewah Langka di Jalan Pemandangan Pademangan,Rp 15 Miliar,  400 m²,  1400 m²
Rumah Brand New Di Area Elit Jakarta Selatan,"Rp 9,9 Miliar",  140 m²,  390 m²
Rumah Mewah Pluit Timur 10x20 200m2 Renov Rapi,"Rp 8,9 Miliar",  100 m²,  500 m²
Rumah Di Pondok Pinang Cocok Untuk Usaha Lokasi Strategis,"Rp 2,4 Miliar",  130 m²,  150 m²
Rumah Seken dalam Cluster di Cipayung Cash/Kpr,Rp 890 Juta,  81 m²,  90 m²
Rumah Modern Smart Home System 2 Lantai di Metland Menteng Cluster Wisteria Cakung Jakarta Timur,"Rp 2,05 Miliar",  114 m²,  84 m²
For Sale Kemang Area Clasic Modern 2lt Luas 824m2 4br Jaksel,Rp 24 Miliar,  824 m²,  824 m²
"Rumah 2,5 Lantai Full Renovasi Dan Semi Furnishedjakarta Garden City Jgc Cluster South Mississippi Cakung Jakarta Timur","Rp 2,35 Miliar",  112 m²,  168 m²
"Rumah Hitung Tanah Permata Buana 23 juta/m2,Nego, Murah!",Rp 13 Miliar,  564 m²,  725 m²
"Rumah 3 Lantai Bangunan Baru Lift Schindler Taman Intercon Kebon Jeruk, Jakarta Barat","Rp 8,9 Miliar",  294 m²,  470 m²
"Rumah 3 Lantai Blok Favorit di Puri Indah Kembangan, Jakarta Barat","Rp 10,2 Miliar",  250 m²,  600 m²
Rumah Hitung Tanah SHM di Kebon Jeruk Indah Jakarta Barat,"Rp 5,5 Miliar",  406 m²,  244 m²
"Dijual Rumah Garden House Pik 10x25,ada Pool,sauna,siap Huni,rapi","Rp 10,5 Miliar",  250 m²,  280 m²
Rudy Cen Green Garden 400m2 Dekat Kedoya Kebon Jeruk Aman Elite,"Rp 12,2 Miliar",  400 m²,  600 m²
Rumah Minimalis Hadap Taman Dalam Cluster Ekslusif di Lebak Bulus Jakarta Selatan,"Rp 4,6 Miliar",  161 m²,  175 m²
"Dijual Rumah Tropical Trimaran Permai, 600m2, Ada Pool, Brand New",Rp 60 Miliar,  600 m²,  1300 m²
"Rumah Bagus SHM Lokasi Strategis di Jatinegara, Jakarta Timur","Rp 7,5 Miliar",  280 m²,  200 m²
"Dijual Cepat Rumah Golf Island Pik 8x15, 2 Lantai, Pik, Ready","Rp 4,3 Miliar",  120 m²,  168 m²
Rumah Rapi di Long Beach Pik Harus Laku Cepat,"Rp 3,4 Miliar",  88 m²,  180 m²
Rumah Furnish siap huni di Taman Grisenda di Taman Grisenda PIK ,"Rp 3,7 Miliar",  100 m²,  120 m²
"Rumah 2 Lantai Semi Furnished SHM Siap Huni, di Jagakarsa, Jaksel","Rp 2,29 Miliar",  186 m²,  110 m²
Rumah Murah Mewah Scandinavian Style di Cilandak Jakarta Selatan,"Rp 4,2 Miliar",  108 m²,  220 m²
"Rumah Dalam Komplek Tebet Mas, Lingkungan Asri","Rp 8,7 Miliar",  237 m²,  350 m²
"Rumah Desain Unik Dan Cantik Tanah Ngantong di Jaga Karsa, Jaksel","Rp 12,5 Miliar",  700 m²,  488 m²
Big House Cluster di Cirendeu Raya lebak bulus Jakarta Selatan,"Rp 1,9 Miliar",  84 m²,  120 m²
Rumah Mewah Menteng Dalam Jakarta Selatan,"Rp 10,5 Miliar",  280 m²,  300 m²
Rumah Hook Taman Gandaria City di Jakarta Selatan,Rp 38 Miliar,  638 m²,  500 m²
Rumah Bagus Dan Jarang Ada Cluster Amerika Green Lake City Nego,"Rp 2,65 Miliar",  108 m²,  210 m²
"Rumah di Jl Lombok, Menteng, Jakarta Pusat.",Rp 43 Miliar,  716 m²,  404 m²
Rumah Kartini Siap Huni 2 Lantai Harga Masuk Akal,Rp 300 Juta,  27 m²,  54 m²
"Rumah Mewah 3 Lantai Ada Roof Top, Dalam Komplek Ekslusif di Pondok Indah Dekat Pim","Rp 8,07 Miliar",  128 m²,  302 m²
Dijual Rumah Mewah Ada Kolam Renang di Taman Modern Cakung ,Rp 11 Miliar,  385 m²,  300 m²
Dijual Murah Rumah Eropa Classic di Pasar Minggu Jakarta Selatan,"Rp 3,6 Miliar",  101 m²,  240 m²
Rumah Eropa Classic Dekat Mall Pejaten Village Pasar Minggu,"Rp 3,5 Miliar",  101 m²,  240 m²
Rumah Murah 3 Lantai di Kahfi 1 Jagakarsa Jakarta Selatan,"Rp 1,75 Miliar",  53 m²,  130 m²
Rumah di Cluster ampera Baru siap huni hadap Timur,Rp 20 Miliar,  341 m²,  661 m²
Rumah Cantik Siap Huni di Ancol,"Rp 2,7 Miliar",  84 m²,  214 m²
Di Rumah 2 Lantai di Jalan raya kebagusan SHM,"Rp 7,2 Miliar",  310 m²,  400 m²
Rumah Mewah dalam komplek di Tomang,"Rp 13,5 Miliar",  300 m²,  800 m²
Dijual rumah 3 lantai baru di gading kirana kelapa gading,Rp 10 Miliar,  187 m²,  340 m²
Rumah di Taman Villa Meruya 2 Lantai SHM Depan Taman,Rp 10 Miliar,  600 m²,  400 m²
Rumah Layar Permai Pik Full Furnish Siap Huni,"Rp 13,5 Miliar",  348 m²,  600 m²
Dijual rumah ready strategis dekat RS persahabatan di Cipinang baru raya Jakarta Timur,"Rp 2,35 Miliar",  58 m²,  90 m²
Rumah Baru di Pondok Indah,Rp 18 Miliar,  264 m²,  600 m²
Tebet Barat Rumah Kolam Renang Siap Huni,"Rp 20,5 Miliar",  530 m²,  610 m²
"Rumah 2 Lantai Dekat Blok M di Kebayoran Baru, Jakarta Selatan",Rp 12 Miliar,  243 m²,  150 m²
Rumah Renovasi Kolam Renang di Tebet Akses Jalan 3 Mobil,"Rp 6,5 Miliar",  163 m²,  250 m²
Tebet,Rp 14 Miliar,  361 m²,  500 m²
Jual Cepat Rumah Sunter Agung Permai Hoek Jalan Utama 14x18,"Rp 6,8 Miliar",  252 m²,  200 m²
"Rumah depan Taman di Bintaro, Jakarta Selatan siap Huni lokasi strategis ","Rp 5,8 Miliar",  362 m²,  480 m²
Rumah Pantai Indah Kapuk Luas 184 m2 Siap huni! Siap huni,"Rp 5,3 Miliar",  184 m²,  250 m²
"Rumah Bagus di Kemang, Jakarta Selatan Nego Sampai Jadi",Rp 14 Miliar,  320 m²,  550 m²
Termurah Puri Media 6x15 Komplek Cluster di Puri Indah Lingkungan Asri,"Rp 2,29 Miliar",  90 m²,  120 m²
Dijual Rumah Siap Huni di Komplek Sunter Garden,"Rp 4,9 Miliar",  229 m²,  360 m²
Rumah di Pik 2 tahap 1 Semi Furnished Termurah,"Rp 2,7 Miliar",  80 m²,  90 m²
"Rumah Bagus Semi Furnished di Pantai Indah Kapuk, Jakarta Utara",Rp 18 Miliar,  460 m²,  820 m²
"Rumah Mewah Furnish di Pantai Indah Kapuk, Jakarta Utara",Rp 13 Miliar,  144 m²,  400 m²
Rumah Mewah Bagus di Pantai Indah Kapuk Jakarta Utara SHM,"Rp 8,7 Miliar",  261 m²,  450 m²
"Rumah Bagus Rapi Semi Furnished di Muara Karang, Jakarta Utara","Rp 5,5 Miliar",  150 m²,  200 m²
Rumah Cluster Favorit PIK kuda Laut SHM Bagus,"Rp 13,5 Miliar",  360 m²,  480 m²
"Rumah Minimalis Swimming Pool di Pantai Indah Kapuk, Jakarta Utara",Rp 14 Miliar,  260 m²,  650 m²
"Rumah Furnished di Pantai Indah Kapuk, Jakarta Utara",Rp 16 Miliar,  192 m²,  280 m²
"Rumah Bagus Mewah Pik 1 SHM Pantai Indah Kapuk, Jakarta Utara","Rp 24,5 Miliar",  360 m²,  940 m²
Rumah Golf Island Full Furnish Mewah Full Renov,Rp 14 Miliar,  240 m²,  400 m²
"Rumah 2 Lantai Semi Furnished di Muara Karang, Jakarta Utara","Rp 5,5 Miliar",  150 m²,  200 m²
Rumah Tua Jalan 3 Mobil Lokasi Nyaman Harga Nego,Rp 10 Miliar,  432 m²,  500 m²
"Rumah Asri Lokasi Strategis di Kalibata Selatan, Jakarta Selatan",Rp 5 Miliar,  250 m²,  100 m²
Kota Wisata Rumah Megah 2 Lantai Bagus Rapih Lt 200 Lb 250 Nego,"Rp 3,5 Miliar",  200 m²,  250 m²
Rumah Siap Huni 3 Lantai Jalan 2 Mobil,"Rp 6,25 Miliar",  164 m²,  300 m²
Rumah bagus siap huni dalam townhouse di Lebak Bulus,Rp 7 Miliar,  263 m²,  380 m²
Di rumah cluster dekat dengan stasiun dan pintu tol sawangan lokasi strategis dan bebas dari banjir,Rp 385 Juta,  60 m²,  40 m²
Rumah Murah 2Lantai dekat LTC Glodok Jakarta Barat,Rp 490 Juta,  22 m²,  37 m²
Rumah Murah 2Lantai Dekat Mall Basura Jakarta timur,Rp 480 Juta,  20 m²,  39 m²
607 Cluster 1 Lantai Klasik Modern di Jagakarsa,Rp 850 Juta,  62 m²,  45 m²
Minimalis Tebet Timur Bagus Dengan Rooftop,"Rp 2,9 Miliar",  90 m²,  110 m²
Rumah Bagus Di Sindanglaya Menteng Jakarta Pusat,Rp 35 Miliar,  947 m²,  250 m²
"Rumah Pik 2 Milenial Ukuran 8x12,5 Cepat Termurah Harga 2,75m Nego","Rp 2,75 Miliar",  100 m²,  127 m²
Rumah Pantai Bukit Villa Pik 2 Uk 10x30 Hadap Selatan,"Rp 10,8 Miliar",  300 m²,  285 m²
Rumah Florence Pik Uk 10x20mtr,"Rp 7,3 Miliar",  200 m²,  500 m²
Rumah Pik 2 Tahap 1 Uk 8x10 Cluster Danau Posisi Boulevard,"Rp 3,1 Miliar",  80 m²,  110 m²
"Rumah 2 Lantai di Golf Island Pik Ukuran 6x15m, 3 Bedroom","Rp 3,5 Miliar",  90 m²,  180 m²
 Rumah 2 Lantai di Golf Lake Residence Luas 8x20m Jakarta Barat ,"Rp 4,9 Miliar",  160 m²,  320 m²
Rumah Florence Pantai Indah Kapuk Uk 14.25x20m Hoek,"Rp 9,75 Miliar",  285 m²,  570 m²
Dijual Rumah Pacuan Kuda Raya Luas 450m2 Hook Bisa Untuk Usaha,"Rp 9,5 Miliar",  450 m²,  600 m²
Rumah Di Tebet 2 Lantai.5 Kamar Tidur,"Rp 4,2 Miliar",  150 m²,  200 m²
Rumah tua hitung tanah lokasi nyaman untuk hunian,"Rp 2,1 Miliar",  130 m²,  130 m²
Rumah Mewah Seperti Hotel Golf Lake 8x20 Full Renov Shm Bagus ,"Rp 6,9 Miliar",  160 m²,  350 m²
Condet Hunian Nyaman Harga Ok,"Rp 1,6 Miliar",  99 m²,  175 m²
Cipete Townhouse Skandinavian Lokasi Strategis,"Rp 5,2 Miliar",  119 m²,  280 m²
Rumah Jalan Benda Jagakarsa Jakarta Selatan,Rp 8 Miliar,  235 m²,  420 m²
"Jual Cepat Hitung Tanah Saja Tanpaperantara Rumahtinggal SHM Lt.262m2, Dekat Hutan Kota, Bebasbanjir","Rp 3,27 Miliar",  262 m²,  180 m²
Dijual Rumah Mewah Pik 1 Cluster Venice Ada Lift,"Rp 19,9 Miliar",  332 m²,  1200 m²
Jual Rumah Garden House 8x17 Pik Full Furnish 3 Lantai,"Rp 8,5 Miliar",  136 m²,  330 m²
KONDISI PRIMA! Rumah 2 Lantai (200m2) Cluster Terdepan di PIK 2,Rp 8 Miliar,  200 m²,  311 m²
"Rumah nyaman, teduh, strategis, di Bendungan Hilir, JakPus","Rp 4,2 Miliar",  100 m²,  210 m²
"Rumah di Citra Garden 1 Ext, Rumah Bagus, Full Furnish","Rp 2,8 Miliar",  144 m²,  192 m²
Rumah Asri Murah Dp Mulai 0 Konsep Townhouse di Bintaro,Rp 750 Juta,  63 m²,  36 m²
Rumah Pik 2 Murah Cluster California,Rp 5 Miliar,  137 m²,  200 m²
MURAHHH RUMAH CROWN MANSION SIAP HUNI LANGSUNG CONTACT ANDRY,"Rp 8,8 Miliar",  240 m²,  300 m²
Rumah siap huni 2 lantai tebet harga nego,"Rp 2,85 Miliar",  150 m²,  180 m²
RUMAH BARU MEWAH AMERICAN CLASSIC DESIGN STRATEGIS KEMANG SELATAN JAKARTA SELATAN,"Rp 10,7 Miliar",  207 m²,  360 m²
Rumah Semi Furnished 2 Lantai Villa Tomang Mas Siap Huni,"Rp 4,5 Miliar",  120 m²,  200 m²
Pasar Minggu Komplek Palapa Asri Banyak Taman Security 24 Jam,"Rp 2,5 Miliar",  112 m²,  75 m²
Rumah di Kembangan utama permata buana 3 Lantai SHM Bagus Timur,Rp 29 Miliar,  721 m²,  820 m²
Rumah Siap Huni,Rp 6 Miliar,  200 m²,  220 m²
Permata Buana,Rp 13 Miliar,  180 m²,  540 m²
Permata Buana,"Rp 13,9 Miliar",  180 m²,  540 m²
"Rumah 2,5 Lt. Area Tebet Jalan 2 Mobil","Rp 1,5 Miliar",  71 m²,  120 m²
Rumah Lokasi di Prime Area Jalan Bangka Jakarta Selatan,"Rp 23,5 Miliar",  860 m²,  422 m²
Rumah Mewah Pantai Mutiara Private Dermaga SHM,Rp 35 Miliar,  425 m²,  1000 m²
"Rumah Mewah Strategis di Jakarta Dekat Lrt, Bandara Halim Shm, Bukit Cantika Makasar","Rp 1,75 Miliar",  101 m²,  140 m²
Rumah Taman Meruya Ilir Butuh Renovasi Lt 201m2,"Rp 2,65 Miliar",  201 m²,  73 m²
Rumah mewah 2 Lantai lokasi strategis dekat Yarsi jakarta pusat ,"Rp 1,48 Miliar",  45 m²,  68 m²
For Sale Dijual Rumah Mewah Tanah Luas Taman Besar Fully Furnish Tinggal Bawa Koper Harga Murah Lokasi Strategis Area Kemang Dalam Kemang Jakarta Selatan,Rp 51 Miliar,  1600 m²,  800 m²
Dijual Cepat Rumah Fully Furnish Hadap Selatan Harga Nego Tinggal Bawa Koper Bebas Banjir Dalam Komplek Permata Hijau 2 Cidodol Kebayoran Lama Jakarta Selatan,"Rp 9,6 Miliar",  296 m²,  300 m²
Dijual Cepat Rumah Lama Layak Huni Bangunan 1 Lantai Harga Dibawah Njop Lokasi Strategis Kemang Ampera Jakarta Selatan,"Rp 14,5 Miliar",  652 m²,  350 m²
Rumah Area Pondok Indah Hoek Hadap Utara,"Rp 8,5 Miliar",  212 m²,  340 m²
Rumah Single House Furnish Private Lift Dan Swimming Pool Dan Nice Garden Harga Murah Lokasi Tenang Area Kemang Dalam Kemang Jakarta Selatan,Rp 29 Miliar,  600 m²,  750 m²
S561 Rumah Keren Private Pool Bukit Permai Cibubur Ciracas Jakarta Timur,"Rp 4,5 Miliar",  200 m²,  450 m²
Rumah siap huni dibawah NJOP,Rp 5 Miliar,  368 m²,  417 m²
Rumah 2 Lantai Taman Cosmos Lokasi Strategis Luas Tanah 135m2,"Rp 2,5 Miliar",  135 m²,  200 m²
Rumah Minimalis Permata Buana Lokasi Bagus Jalan Lebar,Rp 10 Miliar,  230 m²,  450 m²
Cepat Bawah Harga Pasar Rumah Bagus 2lt Cempaka Putih F furnished,"Rp 6,9 Miliar",  260 m²,  300 m²
Rumah SHM 3 Lantai Rawamangun Jatinegara Pulogadung Jakarta,"Rp 1,1 Miliar",  42 m²,  115 m²
Rumah 2 Lantai SHM siap huni di Cipinang Baru Raya dekat Mall Arion Jakarta Timur ,"Rp 2,35 Miliar",  76 m²,  90 m²
Rumah Murah 2 lantai Akses Mobil di pondok Labu dekat Tol Andara,Rp 850 Juta,  49 m²,  90 m²
Rumah Hitung Tanah Kompleks Dekat Sta Krl Dan Toll Pasar Minggu,"Rp 1,6 Miliar",  100 m²,  60 m²
"Hitung Tanah Saja, Akses Jalan 2 Mobil Lebar, Harga Menarik","Rp 3,5 Miliar",  330 m²,  20 m²
"Rumah Strategis Akses Mudah di Kebayoran Lama, Jakarta Selatan","Rp 1,5 Miliar",  172 m²,  200 m²
"Rumah Green Lake City, Ukuran 6x18m2","Rp 2,5 Miliar",  108 m²,  120 m²
Rumah Mewah American Classic 3 lantai di Jagakarsa,"Rp 1,77 Miliar",  53 m²,  130 m²
Rumah Mewah Tanah Luas di Jakarta Timur,"Rp 1,7 Miliar",  93 m²,  77 m²
Rumah MEWAH LENGKAP FASILITAS,Rp 800 Juta,  70 m²,  58 m²
RUMAH SIAP HUNI DEKAT UNIVERSITAS BINUS JAKARTA BARAT,"Rp 8,3 Miliar",  314 m²,  300 m²
JUAL RUMAH TAMAN PALEM LESTARI bagus bersih terawat,"Rp 1,25 Miliar",  60 m²,  90 m²
Rumah 2 Lantai Murah Tanah Luas di Jakarta Timur,"Rp 1,7 Miliar",  93 m²,  77 m²
Rumah termurah di kawasan elite Bagus,Rp 23 Miliar,  417 m²,  718 m²
"Rumah Lokasi Strategis dan Siap Huni di Kebayoran Baru, Jakarta Selatan",Rp 16 Miliar,  310 m²,  206 m²
"Rumah Bagus Di Hang Lekiu Kebayoran Baru, Jakarta Selatan",Rp 23 Miliar,  718 m²,  417 m²
Rumah Bagus Di Jl Ciawi Kebayoran Baru Jakarta Selatan,"Rp 9,5 Miliar",  205 m²,  180 m²
"Rumah Dengan Lokasi Strategis di Kebayoran Baru, Jakarta Selatan",Rp 20 Miliar,  360 m²,  450 m²
Rumah Bagus Di Pondok Indah Indah Jakarta Selatan,Rp 42 Miliar,  590 m²,  800 m²
"Rumah 2 Lantai Di Area Taman Suropati, Menteng",Rp 41 Miliar,  519 m²,  500 m²
Dijual Rumah Mewah Pantai Indah Kapuk,Rp 30 Miliar,  450 m²,  1000 m²
"Rumah Murah di Jl Kemang Timur, Bangka, Mampang Prapatan. Dkt ke Jl Buncit Raya","Rp 10,2 Miliar",  894 m²,  300 m²
Dijual Rumah Mewah Taman Golf Timur Pantai Indah Kapuk,Rp 220 Miliar,  2900 m²,  2500 m²
Rumah Mewah Taman Golf Timur Pantai Indah Kapuk,Rp 100 Miliar,  1600 m²,  2500 m²
"Rumah SHM Lokasi Sangat Strategis di Puri Media, Kembangan, Jakarta Barat",Rp 4 Miliar,  128 m²,  168 m²
"Rumah 2 Lantai Siap Huni Lokasi Strategis di Baru Ampar, Kramat Jari, Jakarta Timur","Rp 1,65 Miliar",  48 m²,  110 m²
Rumah Cantik Artistik Harga Murah di Duren Sawit Jakarta Timur,"Rp 5,9 Miliar",  403 m²,  300 m²
Rmh Pondok Indah Turun Harga 570m2 Super Murah 25.5m An Nego Mewahh Siap Huni,"Rp 25,5 Miliar",  570 m²,  550 m²
Rumah Di Lubang Buaya Jakarta Timur,Rp 879 Juta,  51 m²,  67 m²
Sa.099 Dijual Cepat Rumah Bagus Siap Huni Cempaka Putih Bisa Nego,Rp 3 Miliar,  108 m²,  250 m²
CILANDAK - RUMAH BAGUS SIAP HUNI DI BELAKANG CITOS (T/B: 859/500),"Rp 19,5 Miliar",  859 m²,  500 m²
CILANDAK - MODERN TROPICAL HOUSE DI BELAKANG HIGH SCOPE (T/B: 593/500),Rp 17 Miliar,  593 m²,  500 m²
KEBAYORAN BARU - HOUSE DEKAT KE GANDARIA CITY (T/B: 347/580),"Rp 19,5 Miliar",  347 m²,  580 m²
CIPETE - TROPICAL MINIMALIST HOUSE FULLY FURNISHED DALAM TOWNHOUSE (T/B: 220/390),"Rp 13,8 Miliar",  220 m²,  390 m²
"CIPETE - MINIMALIST TROPICAL HOUSE DALAM KOMPLEK, DEKAT ABDUL MAJID (T/B: 308/450)","Rp 13,5 Miliar",  308 m²,  450 m²
KEMANG - FULLY FURNISHED NEW AMERICAN CLASSIC HOUSE (T/B:823/820),Rp 39 Miliar,  823 m²,  820 m²
KEMANG BARAT - TROPICAL HOUSE (T/B: 174/289),Rp 9 Miliar,  174 m²,  289 m²
PONDOK INDAH - RUMAH LUAS & MEWAH (T/B: 1.050/1.600),Rp 68 Miliar,  1050 m²,  1600 m²
Rumah 2 lantai mewah siap huni di jakarta selatan,Rp 14 Miliar,  450 m²,  400 m²
"Roemah Palem Lokasi Strategis, Pondok Rangon, Cipayung, Jakarta Timur","Rp 1,5 Miliar",  98 m²,  86 m²
"Cepat Sangat Murah Karna Bubb, Rumah Nyaman Asri Dekat Kalideres, Nego","Rp 1,59 Miliar",  81 m²,  69 m²
Rumah Lama Terawat Di Cipete,"Rp 11,5 Miliar",  509 m²,  300 m²
Rumah Mewah Cantik Pondok Indah Jakarta Selatan,Rp 23 Miliar,  430 m²,  995 m²
Rumah Impian Jalan Anggur Cipete bangunan 3 lantai dekat dengan Cipete Raya Jakarta Selatan,"Rp 7,9 Miliar",  180 m²,  500 m²
Rumah di Radio Dalam Kebayoran Baru,"Rp 12,5 Miliar",  500 m²,  265 m²
"Rumah Cantik, Siap Huni Di Kawasan Pondok Indah","Rp 14,5 Miliar",  200 m²,  525 m²
"Butuh Cepat Rumah 2 Lantai Semi Furnished di Jl. Pluit Selatan , Jakarta Utara","Rp 8,6 Miliar",  337 m²,  675 m²
"Pancoran Timur, Modern Tropical House Dalam Komplek Premium","Rp 13,5 Miliar",  438 m²,  400 m²
"Best Price Pancoran Timur, Akses 2 Mobil, Lokasi Strategis","Rp 14,9 Miliar",  750 m²,  300 m²
Rumah Murah Di Kemang Dalam Hadap Timur Bentuk Tanah Kotak Lokasi Strategis,Rp 33 Miliar,  1430 m²,  600 m²
"Rumah Bagus, Hitung Tanah Saja Bagus","Rp 5,5 Miliar",  250 m²,  180 m²
Rumah Bagus,"Rp 11,3 Miliar",  375 m²,  500 m²
Cepat Rugi Rumah Di Oxalis Metland Puri,"Rp 1,2 Miliar",  50 m²,  53 m²
Rumah asri SHM di dekat universitas Yarsi dan kuliner taman solo Jakarta pusat ,"Rp 1,44 Miliar",  45 m²,  68 m²
Rumah Golf Island Minimalis Design Bagus di Pantai Indah Kapuk,"Rp 9,5 Miliar",  250 m²,  600 m²
"Jual Cepat Rumah Siap Huni Rata Jalan di Bcs, Harga Ok","Rp 1,2 Miliar",  90 m²,  1 m²
Jual Cepat Rumah Minimalis Siap Huni di Mitra Gading Villa,"Rp 4,2 Miliar",  136 m²,  1 m²
DI JUAL VIA LELANG BANK RUMAH CILANDAK TIMUR JLN.BENDA RAYA NO 16/02 KEL.CILANDAK TIMUR KEC.PASAR MINGGU JAKSEL,"Rp 11,5 Miliar",  982 m²,  500 m²
DI JUAL CEPAT RUMAH DI TAMAN RADIO DALAM KEBAYORAN BARU JAKARTA SELATAN.,Rp 14 Miliar,  775 m²,  619 m²
"BEST PRICE TEBET BARAT, AKSES JALAN RAYA, UNDER MARKET VALUE","Rp 8,5 Miliar",  391 m²,  500 m²
Dijual Rumah cantik 2 Lantai di rawa mangun lokasi setrategis aman dan nyaman lingkungan dekat Mall Arion Jakarta Timur,"Rp 2,35 Miliar",  35 m²,  69 m²
Rumah 2 Lantai dekat Mall Mangga Dua Gunung Sahari Jakarta Pusat,Rp 473 Juta,  20 m²,  39 m²
RUMAH TUA ZONA KOMERSIL,Rp 30 Miliar,  688 m²,  350 m²
RUMAH CANTIK RAWA SIMPRUG,"Rp 5,35 Miliar",  200 m²,  160 m²
01 10 23 Rumah Green Lake City 8x18 Termurah Siap Huni,"Rp 2,95 Miliar",  144 m²,  126 m²
Rumah Mewah Baru di Komplek Perumahan Mewah Puri Indah Jakarta Barat. ,"Rp 16,5 Miliar",  300 m²,  600 m²
"Rumah 2 Lantai SHM di Jl. Cipinang Baru Raya, Jakarta Timur","Rp 2,35 Miliar",  76 m²,  90 m²
Rumah Golden Palm Residence Citra 5 Kalideres Jakarta Barat,"Rp 3,5 Miliar",  160 m²,  384 m²
"Rumah Tua di Setiabudi Menteng, Jakarta Selatan",Rp 7 Miliar,  180 m²,  135 m²
Cepat Rumah Di Danau Sunter 3.5Lantai,"Rp 13,5 Miliar",  300 m²,  700 m²
Rumah Bambu Apus,"Rp 2,5 Miliar",  401 m²,  300 m²
Rumah Di Puri Media Jakarta Barat Luas 10x20m 2 Lantai Shm,"Rp 4,55 Miliar",  200 m²,  220 m²
Rumah Tinggal Plus Kamar Kost Kiosk Strategis SHM,"Rp 1,9 Miliar",  201 m²,  190 m²
Rumah Minimalis di Area Blok M Kebayoran Baru,"Rp 9,5 Miliar",  220 m²,  200 m²
Rumah di River valley 3 Lantai harga menarik,"Rp 3,5 Miliar",  246 m²,  180 m²
Termurah Rumah Baru Pik2 10X15 - Posisi Boulevard,Rp 5 Miliar,  150 m²,  209 m²
Rumah SHM di Jalan percetakan negara dekat universitas Yarsi ,Rp 895 Juta,  24 m²,  71 m²
Rumah Strategis Cilandak Paso Jaksel Depan Sekolah Cita Buana,"Rp 3,4 Miliar",  90 m²,  245 m²
Dijual Rumah Kostan di Salemba Dengan Income 40juta Tahun,Rp 1 Miliar,  110 m²,  100 m²
"Pondok Indah Rumah Mewah Di Bukit Golf, Lokasi Termewah Di Pondok Indah",Rp 185 Miliar,  1700 m²,  1000 m²
Dijual Murah Rumah di Tanjung Duren Lokasi Strategis,Rp 850 Juta,  55 m²,  45 m²
Dijual Rumah Didalam Cluster Intercon Kebon Jeruk ,"Rp 7,35 Miliar",  300 m²,  400 m²
"SEGERA Rumah Bagus Siap Huni di Jl Duta Indah, Pondok Indah, Jakarta Selatan",Rp 33 Miliar,  750 m²,  630 m²
Rumah Hook Dengan Taman Pribadi di Lebak Bulus Dekat Mrt Tol,"Rp 16,5 Miliar",  650 m²,  250 m²
Rumah CANTIK harga MURAH akses MOBIL dalam CLUSTER,Rp 850 Juta,  47 m²,  90 m²
"Meruya Residence, Siap Huni","Rp 3,8 Miliar",  182 m²,  185 m²
Rumah MEWAH harga MURAH tanah LUAS Strategis dkt ANDARA,"Rp 1,35 Miliar",  82 m²,  120 m²
"Jual Rumah Hoek Cocok Utk Usaha ,pasti Untung di Tomang Raya Hitung Tanah Saja, Jakarta Barat",Rp 18 Miliar,  420 m²,  300 m²
Cepat Cluster Lantana Siap Huni Renovasi Jgc,"Rp 4,5 Miliar",  200 m²,  300 m²
Cepat Cluster Zebrina Hoek Harga Dibawah Njop Jgc,"Rp 3,5 Miliar",  330 m²,  130 m²
RUMAH SIAP HUNI DALAM COMPOUND HARGA TERMURAH AMPERA JAKSEL,"Rp 10,5 Miliar",  506 m²,  350 m²
Rumah 2 lantai desain minimalis modern dekat mall basura jakarta timur,Rp 482 Juta,  20 m²,  39 m²
Jual Rumah kelapa gading BCS depan jalan 3 mobil ,"Rp 5,2 Miliar",  168 m²,  221 m²
Rumah Cantik Modern Siap Huni Area Cilandak,"Rp 3,75 Miliar",  121 m²,  130 m²
Rumah Terawat Tebet Barat Dekat Taman Kecil Dan Ecopark,"Rp 2,47 Miliar",  96 m²,  140 m²
PONDOK LABU - [FOR SALE]: RUMAH MODERN MINIMALIS FULL FURNISHED,Rp 11 Miliar,  360 m²,  211 m²
"Rumah Itung Tanah Akses 1 Mobil di Jl Tebet Timur Dalam,jaksel","Rp 2,7 Miliar",  180 m²,  120 m²
