title,price,lt,lb
Luxury House Utan Kayu dekat Golf Rawamangun,"Rp 2,2 Miliar",  75 m²,  190 m²
Rumah 2 lantai Kompleks Elite,"Rp 5,25 Miliar",  292 m²,  235 m²
"Rumah Cantik Di Pondok Indah , Harga Bagus","Rp 8,3 Miliar",  200 m²,  300 m²
Rumah Mewah Pantai Mutiara american classic sdh SHM bagus,Rp 18 Miliar,  402 m²,  600 m²
Komplek Billy &amp; Moon,"Rp 7,9 Miliar",  500 m²,  600 m²
Tebet,"Rp 13,7 Miliar",  313 m²,  450 m²
Mega Kuningan,Rp 53 Miliar,  1039 m²,  1500 m²
Cepat Rumah Mewah Fully Furnish Tinggal Bawa Koper Harga Nego Hadap Selatan Dalam Komplek Permata Hijau 2 Kebayoran Lama Jakarta Selatan,"Rp 9,6 Miliar",  296 m²,  300 m²
Rumah Siap Huni dalam Komplek di Cipete,"Rp 8,5 Miliar",  294 m²,  240 m²
Rumah Bangunan Baru 4 Lantai Mewah Dan Berkualitas Citra Garden 2,"Rp 3,15 Miliar",  90 m²,  328 m²
Rumah Casa Jardin Cluster Daniellai Luas 90m2,"Rp 3,2 Miliar",  90 m²,  21 m²
Di jual rumah bagus jalan Industri 2 Sawah besar bebas banjir,Rp 473 Juta,  20 m²,  39 m²
Hunian keren di Duren Sawit. Klasik dan elegan,"Rp 5,5 Miliar",  187 m²,  350 m²
"Rumah Bergaya Inggris SHM, 2 Lantai, 5 Menit Ke Pintu Toll, 10 Menit Ke Bandara, 21 Menit Ke Mall Alam Sutera","Rp 1,66 Miliar",  55 m²,  68 m²
"Rumah Wiladatika Residence Cibubur 2LT Luas SHM Tidak Banjir Aman Cluster Nyaman Semi Furnished Dekat LRT Harjamukti, Dekat Busway Cibubur Junction, Dekat Mall.Cibubur Junction, Dekat TSM Cibubur, Dekat Plaza Cibubur, Dekat Mall Ciputra Cibubur","Rp 3,9 Miliar",  160 m²,  181 m²
"Ruko 2 Lantai di Jalan Kramat Senen Jakarta Pusat, Jakarta Pusat","Rp 1,4 Miliar",  68 m²,  72 m²
Rumah Mewah Exclusive 3 Lt Harga 1man Di Lokasi Bambu Apus,"Rp 1,54 Miliar",  64 m²,  126 m²
Rumah Minimalis Townhouse Cirendeu Dekat Mrt Lebak Bulus,"Rp 1,5 Miliar",  64 m²,  119 m²
Rumah 2.5 lantai di Taman palem lestari dijual,"Rp 1,8 Miliar",  90 m²,  150 m²
KOMPLEK LIGAMAS PANCORAN - PREMIUM AREA Rumah,"Rp 4,5 Miliar",  140 m²,  110 m²
Rumah Jalan Deplu Pondok Pinang 386 m hak milik 2 lantai,Rp 8 Miliar,  386 m²,  380 m²
Rumah Mewah Full Bata Merah Duren Sawit Jakarta Tmur,"Rp 3,9 Miliar",  150 m²,  300 m²
Rumah mewah Perumahan Taman Kedoya Permai Jl Prisma Kedoya Jakarta Barat,"Rp 19,8 Miliar",  988 m²,  760 m²
Rumah Minimalis Citra Garden 6 Cengkareng Jakarta Barat,"Rp 4,4 Miliar",  136 m²,  136 m²
DIMANA LG DAPAT RUMAH MURAH DI PONDOK INDAH,"Rp 7,5 Miliar",  212 m²,  200 m²
" Rumah Asri Hitung Tanah di Jl . Duta Indah, Pondok Indah","Rp 21,7 Miliar",  630 m²,  450 m²
"Rumah Cantik Mewah Intecon Kebon Jeruk, Jakarta Barat","Rp 16,5 Miliar",  750 m²,  1500 m²
"Rumah Tua 11x20, Pluit Permai (hitung tanah)","Rp 4,95 Miliar",  220 m²,  150 m²
Rumah Minimalis Tropical 2 Lantai Siap Huni Dalam Komplek Dekat Foodhall,"Rp 5,2 Miliar",  187 m²,  250 m²
Harus Terjual Cepat Rumah Siap Huni Bgm Pik Jak-ut,"Rp 6,7 Miliar",  144 m²,  250 m²
 nett furnished Rumah Siap Huni 2 Lantai Dekat Balai Sudirman,Rp 5 Miliar,  368 m²,  417 m²
Dijual Rumah Cantik Siap Huni Hoek Di Crown Golf Mansion Pik,"Rp 8,8 Miliar",  205 m²,  286 m²
Rumah Tropical Modern 2.5 Lantai Dalam Komplek Dekat Abunawas Restaurant,Rp 9 Miliar,  204 m²,  455 m²
Luxury House Gaya Tropical Modern 3.5 Lantai Semi Furnished,"Rp 9,9 Miliar",  140 m²,  390 m²
Rumah 2 Lantai SHM jl s parman jakbar,Rp 6 Miliar,  170 m²,  250 m²
"Dijual Tropical Townhouse di Daerah Pejaten, Jakarta Selatan ",Rp 17 Miliar,  397 m²,  350 m²
Rumah lama di Jl. Dharmawangsa Kebayoran Baru,"Rp 19,5 Miliar",  451 m²,  250 m²
Rumah Mewah Pantai Indah Kapuk,Rp 85 Miliar,  1000 m²,  2500 m²
Dijual Rumah Mewah Ebony Golf Pantai Indah Kapuk,Rp 90 Miliar,  1160 m²,  1700 m²
Dijual Rumah Mewah Pantai Indah Kapuk,Rp 42 Miliar,  450 m²,  1500 m²
"Rumah di Jembatan Dua, Arwana, bisa untuk usaha rumahan!!!","Rp 4,5 Miliar",  240 m²,  280 m²
"Rumah bagus , asri, dan elegan di Jalan M. Kahfi ",Rp 14 Miliar,  1703 m²,  330 m²
Rumah eksklusif town house 3 Lantai di Pejaten,Rp 3 Miliar,  105 m²,  320 m²
Dijual Rumah Green Lake City Cluster Amerika Latin 10x18,"Rp 4,7 Miliar",  180 m²,  250 m²
Rumah Mewah with Swimming Pool di Pondok Indah Jakarta Selatan,Rp 33 Miliar,  498 m²,  500 m²
Rumah Minimalis Cluster Modern Puri Botanical Joglo,"Rp 7,8 Miliar",  300 m²,  280 m²
Dijual Rumah Baru Bagus Siap Huni Duren Sawit 2 Lantai ,Rp 5 Miliar,  175 m²,  275 m²
Rumah Asri Jakarta Selatan Pesanggrahan,"Rp 6,6 Miliar",  428 m²,  356 m²
Di Rumah Baru 3 Lantai di Jalan raya m. Kahfi 1 SHM,"Rp 1,87 Miliar",  78 m²,  140 m²
Rumah Mewah PIK Minimalis Siap Huni (355m),Rp 15 Miliar,  355 m²,  500 m²
Dijual Rumah mewah modern 2lt siap huni di Jakarta Barat.,"Rp 3,3 Miliar",  168 m²,  200 m²
"Di jual rumah cluster termurah di kota depok, dekat dengan stasiun, pintul tol sawangan , aman dan nyaman dan bebas dari banjir ",Rp 300 Juta,  60 m²,  40 m²
"Andre Tjhia Citra Garden 2 Siap Huni, Harga Net, Jarang Ada","Rp 1,8 Miliar",  90 m²,  130 m²
Rumah 3 Lantai Bagus Unfurnished SHM di Kemang jakarta,"Rp 4,09 Miliar",  83 m²,  211 m²
Rumah di Permata Buana 3 lantai bagus,"Rp 5,8 Miliar",  144 m²,  330 m²
Di rumah second 2 lantai dalam cluster kalibata Pancoran Jakarta Selatan.,"Rp 5,85 Miliar",  210 m²,  240 m²
Dijual Cepat Rumah Baru Minimalis Modern di Sunter Paradise,"Rp 4,85 Miliar",  102 m²,  280 m²
Rumah Bagus Ada Pool Kebayoran Baru Senopati Murah Tenang Dekat Scbd,Rp 67 Miliar,  805 m²,  800 m²
"Senopati Classic House 3,5 Lantai Mewah Lift Pool Elite Dekat Scbd",Rp 35 Miliar,  300 m²,  650 m²
Rumah Mewah 3 Lantai Kebayoran Baru Elite Large Garden Pool Tenang,"Rp 81,2 Miliar",  830 m²,  900 m²
Menteng 2 Lantai Golongan C Premium Tenang Murah Dekat Cendana Limited,Rp 140 Miliar,  1405 m²,  1000 m²
Rumah Cantik Petojo Gambir Jakarta Pusat,"Rp 9,9 Miliar",  369 m²,  540 m²
Dijual Rumah Kawasan Tenang Citra Garden 6,"Rp 9,5 Miliar",  300 m²,  500 m²
 Dijual Cepat Rumah di Lebak Bulus Dekat Mrt,"Rp 5,5 Miliar",  428 m²,  335 m²
Dijual Cepat Rumah Baru Minimalis Modern di Sunter Paradise,"Rp 4,85 Miliar",  102 m²,  280 m²
Rumah Bagus Ada Pool Kebayoran Baru Senopati Murah Tenang Dekat Scbd,Rp 67 Miliar,  805 m²,  800 m²
"Senopati Classic House 3,5 Lantai Mewah Lift Pool Elite Dekat Scbd",Rp 35 Miliar,  300 m²,  650 m²
Rumah Mewah 3 Lantai Kebayoran Baru Elite Large Garden Pool Tenang,"Rp 81,2 Miliar",  830 m²,  900 m²
Menteng 2 Lantai Golongan C Premium Tenang Murah Dekat Cendana Limited,Rp 140 Miliar,  1405 m²,  1000 m²
Rumah Cantik Petojo Gambir Jakarta Pusat,"Rp 9,9 Miliar",  369 m²,  540 m²
Dijual Rumah Kawasan Tenang Citra Garden 6,"Rp 9,5 Miliar",  300 m²,  500 m²
 Dijual Cepat Rumah di Lebak Bulus Dekat Mrt,"Rp 5,5 Miliar",  428 m²,  335 m²
Rumah MEWAH tanah LUAS Private POOL Strategis dkt TB.SIMATUPANG,"Rp 3,6 Miliar",  162 m²,  250 m²
"Dijual Rumah 2 Lantai di Cluster Yarra Jakarta Garden City, Jakarta Timur","Rp 1,46 Miliar",  90 m²,  50 m²
"Rumah di Cluster Mewah Pik, Pantai Indah Kapuk 620m2, Hitung Tanah ",Rp 22 Miliar,  620 m²,  1000 m²
Rumah Mewah Tomang Di Jl Gelong Baru Utara Jakarta Barat Murah,"Rp 14,7 Miliar",  610 m²,  800 m²
"Rumah 3 Lantai di Jual Cepat di Perkomplekan Taman Permata Indah 1. Akses Ke Pasar Dekat, Akses Ke Jalan Besar Dekat, Akses Ke Tol Dekat.","Rp 2,35 Miliar",  68 m²,  204 m²
Rumah Tua Hitung Tanah Di Jalan Rindang Jagakarsa Jaksel,"Rp 6,63 Miliar",  1029 m²,  449 m²
"Jarang ada, rumah murah 2 lantai di pondok kopi",Rp 750 Juta,  50 m²,  100 m²
Harga dibawah njop Rumah lama pinggir jalan raya,"Rp 3,5 Miliar",  207 m²,  207 m²
Rumah Pik Mewah Classic View Danau 800m2,Rp 65 Miliar,  800 m²,  2200 m²
Rumah Resort Mewah Pik 1100m2,Rp 80 Miliar,  1100 m²,  3500 m²
Rumah Duren Sawit Jakarta Timur Luas,"Rp 9,5 Miliar",  455 m²,  280 m²
"Jual Murah Rumah Standart Siap Huni di Sunter Hijau, Bisa Nego","Rp 1,75 Miliar",  96 m²,  1 m²
"Tebet Timur, Akses 2 Mobil, Rumah Mewah","Rp 5,95 Miliar",  165 m²,  260 m²
Rumah Villa Mewah di Menteng Ada Pool Akses Mudah Rumah Asri,Rp 90 Miliar,  1225 m²,  800 m²
Rumah Murah komplek River Valley Residence Cirendeu dekat Lebak Bulus,"Rp 3,65 Miliar",  246 m²,  300 m²
Rumah Cantik 3 Lantai Turun Harga Jl Pluit Murni Jakarta Utara lt 325m.Murahh,"Rp 5,64 Miliar",  325 m²,  500 m²
Rumah Full Bata Merah di area Jakarta Timur,Rp 1 Miliar,  70 m²,  70 m²
"Di rumah cluster termurah di kota depok dekat dengan tol sawangan, stasiun,lokasi strategis dan bebas dari banjir",Rp 300 Juta,  60 m²,  40 m²
"Jual Cepat Rumah Standart Siap Huni di Sunter Hijau, Bisa Nego","Rp 1,75 Miliar",  96 m²,  1 m²
Rumah 2 Lantai Mezzanine Siap Huni di Jgc Cakung,"Rp 1,5 Miliar",  90 m²,  54 m²
Rumah danau asri Hoek bagus siap huni,"Rp 12,5 Miliar",  420 m²,  753 m²
Rumah mewah griya inti sentosa furnished,"Rp 4,9 Miliar",  119 m²,  200 m²
Rumah tua hoek agung Jaya hitung tanah,"Rp 3,3 Miliar",  165 m²,  140 m²
"Rumah baru cengkir barat, 2lantai, 3kamar tidur utama, brandnew, shm negosiasi, lokasi bagus ,strategis, dekat mall gading, murah, negosiasi","Rp 2,75 Miliar",  90 m²,  130 m²
Rumah MEWAH harga MURAH tanah LUAS dkt ANDARA,"Rp 1,85 Miliar",  130 m²,  160 m²
Hot Price Rumah Kuricang Bintaro Dekat Stasiun Pondok Ranji,"Rp 1,85 Miliar",  162 m²,  140 m²
Rumah Modern Komplek Pondok Bambu Duren Sawit Jakarta Timur,"Rp 3,5 Miliar",  145 m²,  180 m²
Rumah Mewah Siap Huni 2 Lantai Minimalis Moderen Di Taman Meruya Indah Jakarta Barat,"Rp 2,4 Miliar",  125 m²,  155 m²
"Rumah 2 Lantai di Kelapa Gading, Jakarta Utara","Rp 2,4 Miliar",  90 m²,  120 m²
Dijual Rumah Pik1 Cluster Flamboyan Luas 12 X 25 Belakang Full Bangunan Ada Basement Full... Jalan Lebar..,Rp 16 Miliar,  300 m²,  480 m²
Rumah mewah SHM di cempaka putih tengah dekat universitas Yarsi ,"Rp 2,4 Miliar",  53 m²,  94 m²
Rumah Dua Lantai Berkonsep Minimalis Modern. Sangat Nyaman ,Rp 550 Juta,  25 m²,  46 m²
Rumah Minimalis Dua Lantai dekat Peekantoran,Rp 515 Juta,  26 m²,  46 m²
"Rumah 2 Lantai Bagus Unfurnished di Kemang, Jakarta Selatan",Rp 29 Miliar,  515 m²,  510 m²
"Rumah Lama 2 Lantai Bagus di Kuningan, Jakarta Selatan","Rp 37,5 Miliar",  534 m²,  350 m²
Rumah minimalis green lake city cluster east Asia UK 4x12,"Rp 1,25 Miliar",  48 m²,  76 m²
Rumah Strategis Dan Komersil SHM Pasar Minggu Jakarta Selatan,Rp 9 Miliar,  253 m²,  200 m²
"Golf Island, PIK dekat Kem Chicks, TINGGAL BAWA KOPER SAJA, Lt.8x15, Harga 5M nego, Hub-i: 081519822288",Rp 5 Miliar,  120 m²,  192 m²
Rumah Murah Scandinavian Cipayung Jakarta Timur,Rp 900 Juta,  60 m²,  78 m²
Cawang. Siap Huni 1 Lantai. Luas 135M2. Dekat Perkantoran BUMN. Good Invest,"Rp 2,1 Miliar",  135 m²,  120 m²
"Puri Indah, Rumah Sangat Apik, di Blok Favorite","Rp 13,5 Miliar",  300 m²,  345 m²
Rumah Dijual di Jagakarsa Jakarta Selatan,"Rp 12,5 Miliar",  1703 m²,  330 m²
Rumah Dijual di Pondok Indah Tipe Classic ,Rp 23 Miliar,  430 m²,  998 m²
Rumah di Kemang Jakarta Selatan Tipe American Classic,Rp 23 Miliar,  373 m²,  700 m²
Rumah Dijual di Pondok Indah Jakarta Selatan Baru di Renovasi Ada Swimming Pool,Rp 48 Miliar,  1375 m²,  450 m²
Dijual Rumah Mewah di Pondok Indah Jakarta Selatan,Rp 120 Miliar,  1025 m²,  2700 m²
"Rumah Dijual Di Bukit Golf Pondok Indah Jakarta Selatan, Shm, Sudah Ada Penyewa Cocok Untuk Investasi",Rp 95 Miliar,  1595 m²,  700 m²
Rumah SHM bagus di Rawa sari dekat Lotte mart dan RS Islam ,Rp 895 Juta,  24 m²,  71 m²
"Tebet Barat, Modern Minimalist House ","Rp 2,79 Miliar",  88 m²,  120 m²
Rumah Mewah Dekat Grand Pramuka City Jakarta Pusat,Rp 895 Juta,  24 m²,  71 m²
Dijual Rumah Golf Island Pantai Indah Kapuk,Rp 13 Miliar,  160 m²,  320 m²
SUDAH MURAH BELI TANAH BONUS RUMAH DI PONDOK INDAH,Rp 18 Miliar,  437 m²,  500 m²
Di Jual Rumah Mewah di Cipete Selatan Cilandak Jakarta Selatan ,Rp 22 Miliar,  1211 m²,  362 m²
"Dijual Rumah Compound, Bagus & Terawat Rutin Renovasi","Rp 12,9 Miliar",  404 m²,  350 m²
Rumah Hasyim Ashari Cideng kemakmuran harga dibawah NJOP Murah,"Rp 4,5 Miliar",  180 m²,  120 m²
Rumah 2 lantai strategis perumahan elite Billy Moon bebas banjir,"Rp 1,95 Miliar",  115 m²,  158 m²
"Rumah Bagus 2 Lantai Dekat Pondok Indah Rumah Shm - Sertifikat Hak Milik Di Jl H Midar, Pondok Pinang Baru Unfurnished","Rp 2,5 Miliar",  115 m²,  140 m²
Rumah Jarang Ada di Gading Kirana Minimalis Hanya Bawa Koper,"Rp 5,9 Miliar",  140 m²,  224 m²
Rumah minimalis/modern 2 lantai nyaman dan aman,Rp 520 Juta,  27 m²,  42 m²
"Tanjung Duren, Dekat Tomang kebon Jeruk, Jual Rumah Baru 4 X 13 Tdk Banjir, Jalan 1 Mobil","Rp 1,89 Miliar",  52 m²,  138 m²
Rumah Permata Buana Cantik Siap Huni Furnished Bagus,"Rp 7,95 Miliar",  160 m²,  375 m²
Rumah dijual di cipete jakarta selatan,"Rp 3,9 Miliar",  120 m²,  180 m²
" Kemang Modern Classic 2,5 Lantai Furnished Area Prime, Taman Pool","Rp 39,5 Miliar",  823 m²,  800 m²
"3 Lantai Kebayoran Baru Murah Elite Tanah Persegi, Tenang Jalan Lebar",Rp 125 Miliar,  1784 m²,  5900 m²
"Pantai Mutiara Modern Luxury, Ada Private Dermaga, Furnished View Laut","Rp 32,5 Miliar",  425 m²,  1600 m²
"Lebak Bulus Termurah, Taman Luas, Tenang, Jalan Lebar, Daerah Asri","Rp 13,5 Miliar",  913 m²,  500 m²
Menteng Siap Huni 68 Juta Per M Termurah Lokasi Prime Dekat Thamrin,Rp 52 Miliar,  764 m²,  400 m²
"Kby Baru Termurah Dkt Pangpol Brjya Lt 530 28jt m 14,8m ","Rp 14,8 Miliar",  530 m²,  500 m²
"Kemang Strategis Jalan Raya Termurah 982m 11,7m bisa Ruko ktr ","Rp 11,7 Miliar",  982 m²,  500 m²
Paling Dicari di Tebet Rumah Dalam Komplek Siap Huni Bebas Banjir,"Rp 3,75 Miliar",  112 m²,  150 m²
Rumah Bagus SHM Dalam Perumahan di Tebet Jakarta Selatan,Rp 16 Miliar,  610 m²,  480 m²
Rumah baru tomang di jalan Kenanga 3.5 lantai jalan 2 mobil shm,"Rp 2,4 Miliar",  72 m²,  200 m²
Rumah kantor di Jalan taman cilandak SHM Bagus,"Rp 14,5 Miliar",  500 m²,  310 m²
rumah siap huni di lebak bulus jakarta selatan,"Rp 4,2 Miliar",  240 m²,  340 m²
Hunian Sudah Renov Dekat Living Plaza Kota Harapan Indah Jakarta SHM Harga Nego J19967,"Rp 1,58 Miliar",  88 m²,  150 m²
"Rumah Siap Huni Full Furnished Dekat Mall Grand Cakung, Jakarta Harga Nego J19914",Rp 840 Juta,  94 m²,  80 m²
"Dijual Cepat Rumah Elang Laut 2,5 Lantai ",Rp 21 Miliar,  710 m²,  900 m²
Dijual Rumah Golf Island Fully Furnish Type Acacia,"Rp 7,5 Miliar",  150 m²,  220 m²
"Jual Cepat Rumah Cantik di Depsos, Pesanggrahan, Jaksel","Rp 3,5 Miliar",  202 m²,  280 m²
Rumah Di Metro Permata 1 Tangerang Luas 8x18m 1.5 Lantai Shm 2.5m,"Rp 2,5 Miliar",  144 m²,  140 m²
"Rumah 2 Lantai Sudah Renov 10 menit ke Plaza Cibubur, Jakarta J16536","Rp 1,6 Miliar",  98 m²,  100 m²
Di jual rumah di golf island pik,"Rp 13,5 Miliar",  250 m²,  500 m²
"Rumah Luas SHM Dekat Kota Wisata, Jakarta Harga Nego Full Furnished J16307","Rp 1,98 Miliar",  136 m²,  105 m²
"Rumah Full Furnished Hanya 15 menit ke Trans Studio Mall Cibubur, Jakarta J16264","Rp 1,73 Miliar",  105 m²,  102 m²
"Rumah Luas 2 Lantai Sudah Renov Dekat Cibubur, Jakarta J16083","Rp 2,35 Miliar",  180 m²,  140 m²
"Classic House, Dalam Komplek Tebet, Bebas Banjir",Rp 11 Miliar,  315 m²,  380 m²
"Rumah Tua Zona Komersil Klb 4.19 di Ks Tubun Slipi, Jakarta Barat",Rp 32 Juta,  2300 m²,  1000 m²
(Pstr023) TURUN HARGA RUMAH 2 LANTAI SUNTER SELAT KARIMATA ,Rp 4 Miliar,  190 m²,  265 m²
"Rumah Luas Siap Huni Full Furnished Dekat Mall Ciputra Cibubur, Jakarta J16307","Rp 1,98 Miliar",  136 m²,  105 m²
"Hunian Luas Sudah Renov Full Furnished Dekat Cibubur, Jakarta Harga Nego J15559","Rp 2,09 Miliar",  128 m²,  107 m²
"Hunian Strategis Siap Huni Dekat Metropolitan Mall Cibubur, Jakarta J16153","Rp 1,9 Miliar",  128 m²,  105 m²
"Hunian Full Furnished Dekat Cibubur, Jakarta Timur Siap Kpr J14061","Rp 1,25 Miliar",  90 m²,  54 m²
"Tebet Timur, Rumah Mewah 2 Lantai, Relatif Masih Baru, Tepat Depan Taman","Rp 5,9 Miliar",  170 m²,  240 m²
"Rumah Jakarta Barat 3lt 4kt, 21 Fasilitas+,ke Mal Puri 4km","Rp 2,5 Miliar",  66 m²,  130 m²
Rumah Siap Huni Dekat Taman Eco Park Harga Menarik ,"Rp 2,47 Miliar",  92 m²,  150 m²
"Dijual Rumah Cluster Florence 8x20 3 Lantai Furnished, Pik ","Rp 6,8 Miliar",  160 m²,  300 m²
Rumah 8X15 Pik 2 Ada Clubhouse Ready Huni,Rp 4 Miliar,  120 m²,  176 m²
"Rumah Mewah Di Pantai Indah Kapuk, Pool, Minimalis, Marmer",Rp 14 Miliar,  300 m²,  400 m²
"Rumah bagus dan murah gandaria dekat Taman Radio dalam, jaksel","Rp 2,99 Miliar",  90 m²,  260 m²
Rumah Siap Huni Dekat Pintu Tol Cibubur,"Rp 1,4 Miliar",  85 m²,  135 m²
J19654 Rumah Mewah Siap Huni Di Perumahan Karang Tengah Permai,"Rp 2,18 Miliar",  169 m²,  120 m²
Rumah Besar Jl Asem murah Jakarta Barat dekat Central Park Tato,"Rp 2,5 Miliar",  204 m²,  161 m²
Dijual rumah termurah di citra gran Cibubur bangunan baru jual BU,"Rp 2,3 Miliar",  196 m²,  98 m²
"Rumah bagus siap huni di Tomang, Jakarta Barat.",Rp 12 Miliar,  380 m²,  500 m²
Rumah 2 Lantai Semi Furnished Alea Townhouse Jakarta Selatan,"Rp 6,3 Miliar",  184 m²,  210 m²
"Rumah Mewah 2 Lantai Pik1 Uk 25x25 Hook Swimming Pool
Pantai Indah Kapuk, Jakarta Utara
",Rp 24 Miliar,  625 m²,  1000 m²
Rumah Besar Dengan Taman Yang Cukup Luas ,Rp 22 Miliar,  650 m²,  450 m²
Rumah bagus jual BU cuma 8M nego ,Rp 8 Miliar,  483 m²,  500 m²
"Rumah 2 Lantai Semi Furnished SHM di Kavling Dki, Jakarta Selatan","Rp 2,92 Miliar",  144 m²,  185 m²
"Rumah Minimalis Pondok Indah, Lift, Swimming pool","Rp 14,5 Miliar",  201 m²,  500 m²
"Rumah Semi Furnished 2 Lantai Siap Huni di Kramat Jati, Jaktim","Rp 1,99 Miliar",  90 m²,  92 m²
Dijual rumah ready SHM di dekat universitas UNJ dan green Pramuka city ,"Rp 1,63 Miliar",  57 m²,  74 m²
Rumah 2 Lantai dekat Stadion JIS Sunter Jakarta Utara,Rp 474 Juta,  21 m²,  41 m²
Rumah Kos Kost Cikini Jakarta Pusat 3 Tingkat Strategis Nego,"Rp 7,7 Miliar",  363 m²,  560 m²
Rumah Pik Bgm Johar 8x18 Sangat Rapi,"Rp 6,7 Miliar",  144 m²,  240 m²
Rumah Tua hitung tanah 10 menit jalan kaki ke MRT Haji Nawi,"Rp 3,5 Miliar",  191 m²,  120 m²
Rumah 2 lantai di Pondok Indah Dekat PIM - MURAH Turun Harga,"Rp 8,9 Miliar",  247 m²,  330 m²
Di jual rumah Crown Golf pik,"Rp 10,5 Miliar",  192 m²,  350 m²
"Di jual rumah elang laut residence BU, jakarta utara","Rp 14,5 Miliar",  537 m²,  787 m²
"Di jual rumah elang laut residence BU, jakarta utara","Rp 14,5 Miliar",  537 m²,  787 m²
"Rumah di kompleks di Cipete, 7 menit jalan kaki ke MRT Haji Nawi","Rp 4,6 Miliar",  170 m²,  150 m²
"Rumah Sunter Metro, 3lt Lt 200, Lb 350, 11x18, Dalam Cluster, Jual Murah Bisa Nego Sampai Jadi","Rp 6,2 Miliar",  200 m²,  350 m²
"Rumah Pademangan 4, Near Prj 3lt Lt 6x17 Shm, Cocok Buat Konveksi, Kosan, Hunian, Bebas Banjir Dekat Kemana mana","Rp 3,6 Miliar",  107 m²,  200 m²
"Rumah Cantik di Kemayoran Harapan Mulia, 10x20, 2 Lantai Mewah Putih, Semi Furnish Lux Dekat Kemana mana","Rp 5,3 Miliar",  220 m²,  300 m²
Di jual rumah mewah lt 450 lb 1500 lt marmer full furnished rapi bagus siap huni,Rp 42 Miliar,  450 m²,  1500 m²
"Jalan Metro Alam Asri Pondok Indah, Rumah Mewah Harga Menarik","Rp 47,5 Miliar",  880 m²,  800 m²
Rumah jual di bawah NJOP di Taman radio dalam ,"Rp 17,5 Miliar",  775 m²,  619 m²
"Rumah Puri Botanical Bagus Banget, Modern Minimalis, SHM, Murah!","Rp 3,38 Miliar",  120 m²,  102 m²
Super Murah Rumah 2 Lantai Cantik Di Sunter,"Rp 1,75 Miliar",  88 m²,  100 m²
Rumah Tua di Tomang Jakarta Barat,"Rp 7,8 Miliar",  257 m²,  200 m²
Rumah Mewah di Duri Kepa Jakarta Barat SHM Imb,"Rp 13,5 Miliar",  400 m²,  80 m²
"Best Price Tebet, Cocok Untuk Invest, Bisa Dibelah 2 Kavling",Rp 3 Miliar,  194 m²,  200 m²
Dijual Rumah Hitung Tanah Senopati Kebayoran Baru Jakarta Selatan,"Rp 8,99 Miliar",  197 m²,  200 m²
For Sale Dijual Cepat Rumah Cantik Asri Baru Siap Huni Private Pool Harga Murah Lokasi Nyaman Dan Asri Area Kemang Jakarta Selatan ,"Rp 9,8 Miliar",  217 m²,  450 m²
For Sale Dijual Cepat Rumah Lama Terawat Harga Murah Jual Butuh Uang Cepat Lokasi Di Cilandak Lokasi Strategis Harga Murah Dekat Citos Area Cilandak Cipete Jakarta Selatan ,"Rp 6,5 Miliar",  400 m²,  400 m²
Cluster Mewah Bebas Design di Rawamangun Jakarta Timur,"Rp 2,6 Miliar",  90 m²,  135 m²
Rumah Secondary 2 Lantai di Dalam Cluster Fully Furnish di Jatiwaringin di Jatiwaringin,"Rp 1,99 Miliar",  85 m²,  122 m²
"Tebet Eco Park, Rumah Termewah Di Tebet, Lokasi Emas",Rp 17 Miliar,  306 m²,  750 m²
"Rumah Terawat Dan Asri, Golongan B di Menteng",Rp 34 Miliar,  520 m²,  400 m²
"Rumah Baru Cantik, Bonus Kitchen Set Lengkap, Rawamangun","Rp 3,5 Miliar",  105 m²,  155 m²
di jual rumah mewah 3 lantai di jalan rawasari belakang grand pramuka cempaka putih jakarta pusat,Rp 895 Juta,  24 m²,  71 m²
Rumah Mewah American Klasik Siap Huni Pik Pantai Indah Kapuk,Rp 48 Miliar,  1084 m²,  1000 m²
"Rumah Brand New di Lokasi Sangat Bagus, Cipete",Rp 5 Miliar,  116 m²,  132 m²
"Jual Cepat Rumah Standart Siap Huni di Kelapa Kopyor, Bisa Nego",Rp 3 Miliar,  120 m²,  1 m²
Jual cepat rumah mewah luxury danau indah barat,"Rp 17,5 Miliar",  530 m²,  1400 m²
"Rumah Bagus Harga Dibawah Pasaran, Dalam Komplek, Pondok Kelapa","Rp 3,5 Miliar",  293 m²,  300 m²
Rumah Minimalis Siap Huni Di Gading Grande Jakarta Utara,"Rp 4,8 Miliar",  162 m²,  325 m²
Rumah Mewah Siap Huni Di JL Metro Alam IV Dekat PIM 3 Jaksel,"Rp 18,5 Miliar",  462 m²,  600 m²
Rumah Murah 2 Lantai Di Puri Botanical Joglo Jakbar,"Rp 3,9 Miliar",  198 m²,  213 m²
"Rumah Bagus di Lokasi Premium Dan Elit, Kuningan",Rp 40 Miliar,  509 m²,  650 m²
"Rumah Lama Masih Layak Huni di Area Premium, Patra Kuningan",Rp 30 Miliar,  587 m²,  531 m²
Rumah PIK 1 Harga Super Murah Cluster Elite Siap Huni,"Rp 21,9 Miliar",  620 m²,  550 m²
Rumah di Riviera Metland Puri. Semi Furnish. Siap Huni. Nego,"Rp 3,7 Miliar",  120 m²,  131 m²
Dijual rumah 2 lantai Pondok Indah area,"Rp 12,5 Miliar",  252 m²,  364 m²
Jual Rumah American Classic di lebak bulus jaksel,Rp 7 Miliar,  256 m²,  250 m²
